objectid,parentid,title,architect,credits,credits_before,credits_after,caption_before,caption_after,date_construction,date_destruction,description,subjects,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,caption,notes,region,image_alt_text,object_transcript
img_075,obj_073,Center For Children And Youth (Former Bank),Mihail Polyakov,Olexiy Reva,,Olexiy Reva,,"Building after the fire, November 2022",,2022-11-13,,,Бахмут / Bakhmut,,,,bakhmut_city_childrens_and_youth_center_after_olexiy_reva,Image;StillImage,image/jpeg,,,,image,/objects/bakhmut_city_childrens_and_youth_center_after_olexiy_reva.jpg,/objects/small/bakhmut_city_childrens_and_youth_center_after_olexiy_reva_sm.jpg,/objects/thumbs/bakhmut_city_childrens_and_youth_center_after_olexiy_reva_th.jpg,"Building after the fire, November 2022",,,"Building after the fire, November 2022",
img_077,obj_076,Residential House On Myru 42,,V.D.Stelmakh,V.D.Stelmakh,,"Soviet postcard, 1975",,1930-s,,,,Бахмут / Bakhmut,,,,bakhmut_myru_42_1970_s,Image;StillImage,image/jpeg,,,,image,/objects/bakhmut_myru_42_1970_s.jpg,/objects/small/bakhmut_myru_42_1970_s_sm.jpg,/objects/thumbs/bakhmut_myru_42_1970_s_th.jpg,"Soviet postcard, 1975",,,"Soviet postcard, 1975",
img_078,obj_076,Residential House On Myru 42,,freeradio.com.ua,,freeradio.com.ua,,"Building in ruins, 2023",,2023-02-24,,,Бахмут / Bakhmut,,,,bakhmut_myru_42_2023,Image;StillImage,image/jpeg,,,,image,/objects/bakhmut_myru_42_2023.jpg,/objects/small/bakhmut_myru_42_2023_sm.jpg,/objects/thumbs/bakhmut_myru_42_2023_th.jpg,"Building in ruins, 2023",,,"Building in ruins, 2023",
img_080,obj_079,Railway Station,Serhii Tymoshenko,Bakhmut city museum,Bakhmut city museum,,"Original building on the postcard, 1913",,"1912-1913, 1952-1953",,,,Бахмут / Bakhmut,,,,bakhmut_railway_1913,Image;StillImage,image/jpeg,,,,image,/objects/bakhmut_railway_1913.jpg,/objects/small/bakhmut_railway_1913_sm.jpg,/objects/thumbs/bakhmut_railway_1913_th.jpg,"Original building on the postcard, 1913",,,"Original building on the postcard, 1913",
img_081,obj_079,Railway Station,Serhii Tymoshenko,freeradio.com.ua,,freeradio.com.ua,,"Ruins of the building, 2023",,2022-11-12,,,Бахмут / Bakhmut,,,,bakhmut_railway_2023,Image;StillImage,image/jpeg,,,,image,/objects/bakhmut_railway_2023.jpg,/objects/small/bakhmut_railway_2023_sm.jpg,/objects/thumbs/bakhmut_railway_2023_th.jpg,"Ruins of the building, 2023",,,"Ruins of the building, 2023",
img_083,obj_082,Regional Library,"Halyna Avramenko, Nina Marchenko",most.ks.ua,most.ks.ua,,Building before the war,,1987,,,,Херсон / Kherson,,,,kherson_library_before,Image;StillImage,image/jpeg,,,,image,/objects/kherson_library_before.jpg,/objects/small/kherson_library_before_sm.jpg,/objects/thumbs/kherson_library_before_th.jpg,Building before the war,,,Building before the war,
img_084,obj_082,Regional Library,"Halyna Avramenko, Nina Marchenko",most.ks.ua,,most.ks.ua,,Fire after the strike,,2023-11-12,,,Херсон / Kherson,,,,kherson_library_after,Image;StillImage,image/jpeg,,,,image,/objects/kherson_library_after.jpg,/objects/small/kherson_library_after_sm.jpg,/objects/thumbs/kherson_library_after_th.jpg,Fire after the strike,,,Fire after the strike,
img_086,obj_085,Yuvileyniy Concert Hall,"Hryhoriy Sokolovskyi, Halyna Skripchenko",Semen Shyrochyn,Semen Shyrochyn,,"Concert hall before the war, 2020",,1970,,,,Херсон / Kherson,,,,kherson_concert_hall_before_shyrochyn,Image;StillImage,image/jpeg,,,,image,/objects/kherson_concert_hall_before_shyrochyn.jpg,/objects/small/kherson_concert_hall_before_shyrochyn_sm.jpg,/objects/thumbs/kherson_concert_hall_before_shyrochyn_th.jpg,"Concert hall before the war, 2020",,,"Concert hall before the war, 2020",
img_087,obj_085,Yuvileyniy Concert Hall,"Hryhoriy Sokolovskyi, Halyna Skripchenko",MNS.GOV.UA,,MNS.GOV.UA,,"Damaged building, 2023",,2023-02-12,,,Херсон / Kherson,,,,kherson_concert_hall_after_police,Image;StillImage,image/jpeg,,,,image,/objects/kherson_concert_hall_after_police.jpg,/objects/small/kherson_concert_hall_after_police_sm.jpg,/objects/thumbs/kherson_concert_hall_after_police_th.jpg,"Damaged building, 2023",,,"Damaged building, 2023",
img_089,obj_088,Maritime Academy,,Semen Shyrochyn,Semen Shyrochyn,,"Building before the war, 2020",,1910-s,,,,Херсон / Kherson,,,,kherson_academy_shyrochyn,Image;StillImage,image/jpeg,,,,image,/objects/kherson_academy_shyrochyn.jpg,/objects/small/kherson_academy_shyrochyn_sm.jpg,/objects/thumbs/kherson_academy_shyrochyn_th.jpg,"Building before the war, 2020",,,"Building before the war, 2020",
img_090,obj_088,Maritime Academy,,suspilne.media,,suspilne.media,,"Damaged building, 2024",,2024-07-02,,,Херсон / Kherson,,,,kherson_academy_suspilne_media,Image;StillImage,image/jpeg,,,,image,/objects/kherson_academy_suspilne_media.jpg,/objects/small/kherson_academy_suspilne_media_sm.jpg,/objects/thumbs/kherson_academy_suspilne_media_th.jpg,"Damaged building, 2024",,,"Damaged building, 2024",
img_092,obj_091,Palace Of Labour,Ippolit Pretro,V. Kiryukhin,V. Kiryukhin,,Palace of Labour on the old postcard,,1914-1916,,,,Харків / Kharkiv,,,,kharkiv_palaceoflabour_v_kiryukhin,Image;StillImage,image/jpeg,,,,image,/objects/kharkiv_palaceoflabour_v_kiryukhin.jpg,/objects/small/kharkiv_palaceoflabour_v_kiryukhin_sm.jpg,/objects/thumbs/kharkiv_palaceoflabour_v_kiryukhin_th.jpg,Palace of Labour on the old postcard,,,Palace of Labour on the old postcard,
img_093,obj_091,Palace Of Labour,Ippolit Pretro,Pavel Dorogoy,,Pavel Dorogoy,,"Damaged building, 2022",,2022-03-02,,,Харків / Kharkiv,,,,kharkiv_palaceoflabour_pavel_dorogoy,Image;StillImage,image/jpeg,,,,image,/objects/kharkiv_palaceoflabour_pavel_dorogoy.jpg,/objects/small/kharkiv_palaceoflabour_pavel_dorogoy_sm.jpg,/objects/thumbs/kharkiv_palaceoflabour_pavel_dorogoy_th.jpg,"Damaged building, 2022",,,"Damaged building, 2022",
img_095,obj_094,Palace Of Culture Of Railwaymen,Alexandr Dmitriev,B. Mindel,B. Mindel,,"Palace on the old postcard, 1969",,1927-1932,,,,Харків / Kharkiv,,,,kharkiv_railway_palace_1969_b_mindel,Image;StillImage,image/jpeg,,,,image,/objects/kharkiv_railway_palace_1969_b_mindel.jpg,/objects/small/kharkiv_railway_palace_1969_b_mindel_sm.jpg,/objects/thumbs/kharkiv_railway_palace_1969_b_mindel_th.jpg,"Palace on the old postcard, 1969",,,"Palace on the old postcard, 1969",
img_096,obj_094,Palace Of Culture Of Railwaymen,Alexandr Dmitriev,Dmytro Kuzubov,,Dmytro Kuzubov,,"Damaged building, 2022",,2022-08-18,,,Харків / Kharkiv,,,,kharkiv_railway_palace_dmytro_kuzubov,Image;StillImage,image/jpeg,,,,image,/objects/kharkiv_railway_palace_dmytro_kuzubov.jpg,/objects/small/kharkiv_railway_palace_dmytro_kuzubov_sm.jpg,/objects/thumbs/kharkiv_railway_palace_dmytro_kuzubov_th.jpg,"Damaged building, 2022",,,"Damaged building, 2022",
img_098,obj_097,Maslovsky'S Apartment Building,Moisey Meletinskiy,moniacs.kh.ua,moniacs.kh.ua,,"Original exterior, 1930-s",,1911,,,,Харків / Kharkiv,,,,kharkiv_maslovsky_moniacs_kh_ua,Image;StillImage,image/jpeg,,,,image,/objects/kharkiv_maslovsky_moniacs_kh_ua.jpg,/objects/small/kharkiv_maslovsky_moniacs_kh_ua_sm.jpg,/objects/thumbs/kharkiv_maslovsky_moniacs_kh_ua_th.jpg,"Original exterior, 1930-s",,,"Original exterior, 1930-s",
img_099,obj_097,Maslovsky'S Apartment Building,Moisey Meletinskiy,slovoidilo.ua,,slovoidilo.ua,,"Ruined building, 2022",,2022-03-14,,,Харків / Kharkiv,,,,kharkiv_maslovsky_slovoidilo_ua,Image;StillImage,image/jpeg,,,,image,/objects/kharkiv_maslovsky_slovoidilo_ua.jpg,/objects/small/kharkiv_maslovsky_slovoidilo_ua_sm.jpg,/objects/thumbs/kharkiv_maslovsky_slovoidilo_ua_th.jpg,"Ruined building, 2022",,,"Ruined building, 2022",
img_101,obj_100,Palace Of Culture,"Mark Bubnov, Vadim Davidenko, Ilya Bylinkin",kharkivoda.gov.ua,kharkivoda.gov.ua,,"Building before the war, 2021",,1977,,,,Лозова / Lozova,,,,lozova_palace_before_kharkivoda_gov_ua,Image;StillImage,image/jpeg,,,,image,/objects/lozova_palace_before_kharkivoda_gov_ua.jpg,/objects/small/lozova_palace_before_kharkivoda_gov_ua_sm.jpg,/objects/thumbs/lozova_palace_before_kharkivoda_gov_ua_th.jpg,"Building before the war, 2021",,,"Building before the war, 2021",
img_102,obj_100,Palace Of Culture,"Mark Bubnov, Vadim Davidenko, Ilya Bylinkin",suspilne.media,,suspilne.media,,Moment of missile strike,,2022-05-20,,,Лозова / Lozova,,,,lozova_palace_attack_suspilne_media,Image;StillImage,image/jpeg,,,,image,/objects/lozova_palace_attack_suspilne_media.jpg,/objects/small/lozova_palace_attack_suspilne_media_sm.jpg,/objects/thumbs/lozova_palace_attack_suspilne_media_th.jpg,Moment of missile strike,,,Moment of missile strike,
img_104,obj_103,Railway Station,,ui.org.ua,ui.org.ua,,Railway station before the war,,1895,,,,Охтирка / Okhtyrka,,,,okhtyrka_railway_ui_org_ua,Image;StillImage,image/jpeg,,,,image,/objects/okhtyrka_railway_ui_org_ua.jpg,/objects/small/okhtyrka_railway_ui_org_ua_sm.jpg,/objects/thumbs/okhtyrka_railway_ui_org_ua_th.jpg,Railway station before the war,,,Railway station before the war,
img_105,obj_103,Railway Station,,railexpoua.com,,railexpoua.com,,Remains of station after a direct hit,,2022-03-03,,,Охтирка / Okhtyrka,,,,okhtyrka_railway_railexpoua_com,Image;StillImage,image/jpeg,,,,image,/objects/okhtyrka_railway_railexpoua_com.jpg,/objects/small/okhtyrka_railway_railexpoua_com_sm.jpg,/objects/thumbs/okhtyrka_railway_railexpoua_com_th.jpg,Remains of station after a direct hit,,,Remains of station after a direct hit,
img_107,obj_106,Skovoroda Museum,,Denis Vitchenko,Denis Vitchenko,,"Museum before the war, 2011",,XVIII century,,,,Сковородинівка / Skovorodynivka,,,,skovorodynivka_2011_denis_vitchenko,Image;StillImage,image/jpeg,,,,image,/objects/skovorodynivka_2011_denis_vitchenko.jpg,/objects/small/skovorodynivka_2011_denis_vitchenko_sm.jpg,/objects/thumbs/skovorodynivka_2011_denis_vitchenko_th.jpg,"Museum before the war, 2011",,,"Museum before the war, 2011",
img_108,obj_106,Skovoroda Museum,,chytomo.com,,chytomo.com,,Fire after the strike,,2022-05-06,,,Сковородинівка / Skovorodynivka,,,,skovorodynivka_chytomo,Image;StillImage,image/jpeg,,,,image,/objects/skovorodynivka_chytomo.jpg,/objects/small/skovorodynivka_chytomo_sm.jpg,/objects/thumbs/skovorodynivka_chytomo_th.jpg,Fire after the strike,,,Fire after the strike,
img_110,obj_109,Residential House On Vokzalna Square,Ivan Zayichenko,Semen Shyrochyn,Semen Shyrochyn,,Building in 2008,,1950-s,,,,Дніпро / Dnipro,,,,dnipro_vokzalna_shyrochyn,Image;StillImage,image/jpeg,,,,image,/objects/dnipro_vokzalna_shyrochyn.jpg,/objects/small/dnipro_vokzalna_shyrochyn_sm.jpg,/objects/thumbs/dnipro_vokzalna_shyrochyn_th.jpg,Building in 2008,,,Building in 2008,
img_111,obj_109,Residential House On Vokzalna Square,Ivan Zayichenko,suspilne.media,,suspilne.media,,Morning after the attack,,2024-04-19,,,Дніпро / Dnipro,,,,dnipro_vokzalna_suspilne_media,Image;StillImage,image/jpeg,,,,image,/objects/dnipro_vokzalna_suspilne_media.jpg,/objects/small/dnipro_vokzalna_suspilne_media_sm.jpg,/objects/thumbs/dnipro_vokzalna_suspilne_media_th.jpg,Morning after the attack,,,Morning after the attack,
img_113,obj_112,Residential House On Marat Street,,Volodymyr Kotsarenko,Volodymyr Kotsarenko,,Building before the war,,1950-s,,,,Краматорськ / Kramatorsk,,,,kramatorsk_marata13_volodymyr_kotsarenko,Image;StillImage,image/jpeg,,,,image,/objects/kramatorsk_marata13_volodymyr_kotsarenko.jpg,/objects/small/kramatorsk_marata13_volodymyr_kotsarenko_sm.jpg,/objects/thumbs/kramatorsk_marata13_volodymyr_kotsarenko_th.jpg,Building before the war,,,Building before the war,
img_114,obj_112,Residential House On Marat Street,,Ilya Andreev,,Ilya Andreev,,"Ruined building, 2022",,2023-02-01,,,Краматорськ / Kramatorsk,,,,kramatorsk_marata13_ilya_andreev,Image;StillImage,image/jpeg,,,,image,/objects/kramatorsk_marata13_ilya_andreev.jpg,/objects/small/kramatorsk_marata13_ilya_andreev_sm.jpg,/objects/thumbs/kramatorsk_marata13_ilya_andreev_th.jpg,"Ruined building, 2022",,,"Ruined building, 2022",
img_116,obj_115,Okhmadyt Children'S Hospital,Vladimir Nikolaev,village.com.ua,village.com.ua,,"Old photo of the building, early XX century",,1901-1903,,,,Київ / Kyiv,,,,kyiv_okhmadyt_village_com_ua,Image;StillImage,image/jpeg,,,,image,/objects/kyiv_okhmadyt_village_com_ua.jpg,/objects/small/kyiv_okhmadyt_village_com_ua_sm.jpg,/objects/thumbs/kyiv_okhmadyt_village_com_ua_th.jpg,"Old photo of the building, early XX century",,,"Old photo of the building, early XX century",
img_117,obj_115,Okhmadyt Children'S Hospital,Vladimir Nikolaev,moz.gov.ua,,moz.gov.ua,,"Hospital after the attack, 2024",,2024-07-08,,,Київ / Kyiv,,,,kyiv_okhmadyt_moz_gov_ua,Image;StillImage,image/jpeg,,,,image,/objects/kyiv_okhmadyt_moz_gov_ua.jpg,/objects/small/kyiv_okhmadyt_moz_gov_ua_sm.jpg,/objects/thumbs/kyiv_okhmadyt_moz_gov_ua_th.jpg,"Hospital after the attack, 2024",,,"Hospital after the attack, 2024",
img_119,obj_118,Palace Of Culture,Zoya Brod,Semen Shyrochyn,Semen Shyrochyn,,"Building before the war, 2017",,1954,,,,Ірпінь / Irpin,,,,irpin_club_shyrochyn,Image;StillImage,image/jpeg,,,,image,/objects/irpin_club_shyrochyn.jpg,/objects/small/irpin_club_shyrochyn_sm.jpg,/objects/thumbs/irpin_club_shyrochyn_th.jpg,"Building before the war, 2017",,,"Building before the war, 2017",
img_120,obj_118,Palace Of Culture,Zoya Brod,Yulia Mashuta,,Yulia Mashuta,,"Ruined building, 2022",,2022-03-17,,,Ірпінь / Irpin,,,,irpin_club_yulia_mashuta,Image;StillImage,image/jpeg,,,,image,/objects/irpin_club_yulia_mashuta.jpg,/objects/small/irpin_club_yulia_mashuta_sm.jpg,/objects/thumbs/irpin_club_yulia_mashuta_th.jpg,"Ruined building, 2022",,,"Ruined building, 2022",
